timestamp,Desired Frequency (Hz),FSW Power (dBm),FSW CNR (dB),AIM Power (dBm),AIM SNR (dB),AIM Freq Offset (Hz),AIM Demod Lock,AIM Demod Acq Time (sec)
2017-02-13T18:00:27.480929,974000000.0,-64.4913711548,12.3847341537,-59.22482016121946,14.118238111441936,122839.09183673469,True,0.25
2017-02-13T18:00:46.702029,1025000000.0,-64.3655853271,12.3026704788,-59.10612049403795,14.129070489881677,105296.78571428571,True,0.25
2017-02-13T18:01:05.949130,1076000000.0,-64.7578125,12.1833934784,-59.70103771758098,14.190185453905592,97330.12244897959,True,0.25
2017-02-13T18:01:25.264234,1127000000.0,-64.4154891968,12.3544416428,-59.70613980188682,13.912005756275674,108858.09183673469,True,0.25
2017-02-13T18:01:44.465333,1178000000.0,-65.1389007568,12.1721220016,-59.78731876662012,13.918132168530835,91772.87755102041,True,0.25
2017-02-13T18:02:03.836440,1229000000.0,-64.868888855,12.3453054428,-60.01568976696727,14.097910315121014,83777.66326530612,True,0.25
2017-02-13T18:02:23.017538,1280000000.0,-65.2750015259,12.0415506363,-60.05869541812427,13.992997399758131,94937.66326530612,True,0.25
2017-02-13T18:02:42.247637,1331000000.0,-64.9862976074,12.1495838165,-60.138797098345805,13.882069736269392,87758.04040404041,True,0.25
2017-02-13T18:03:01.539741,1382000000.0,-64.1410140991,12.3276824951,-59.4907885859627,14.059586807836874,70218.0505050505,True,0.25
2017-02-13T18:03:20.845845,1433000000.0,-64.3940505981,12.0572366714,-59.55852367983205,14.038347389168697,81392.21212121213,True,0.25
2017-02-13T18:03:40.030943,1484000000.0,-64.0264053345,12.382183075,-59.157938590775565,14.014936302450824,74225.36363636363,True,0.25
2017-02-13T18:03:59.422052,1535000000.0,-64.0657958984,12.4079046249,-59.50932262890311,14.035462004730302,56657.816326530614,True,0.25
2017-02-13T18:04:18.623150,1586000000.0,-63.9374046326,12.4528036118,-59.162680320684174,14.093529203529997,58246.08163265306,True,0.25
2017-02-13T18:04:37.745244,1637000000.0,-63.7344512939,12.6267662048,-59.20813380553527,13.984311227464957,59894.11224489796,True,0.25
2017-02-13T18:04:57.034347,1688000000.0,-64.0954208374,12.5615272522,-59.88021033643027,14.024197546623691,43134.5918367347,True,0.25
2017-02-13T18:05:16.265447,1739000000.0,-64.2770309448,12.5503158569,-59.33518746446551,14.015408781979557,459210.5353535354,True,0.25
2017-02-13T18:05:35.515548,1790000000.0,-64.4092407227,12.6214170456,-59.45600976479099,14.284757990109608,46301.04081632653,True,0.25
2017-02-13T18:05:54.986662,1842000000.0,-64.4210586548,12.3083286285,-59.36036783910757,14.083170952776396,34368.47959183674,True,0.25
2017-02-13T18:06:14.286765,1893000000.0,-63.9755706787,12.6675367355,-58.56407394012002,14.183805556863813,35925.704081632655,True,0.25
2017-02-13T18:06:33.617871,1944000000.0,-63.9635353088,12.6907529831,-59.19996236151816,14.22137363301147,27968.69387755102,True,0.25
2017-02-13T18:06:52.818969,1995000000.0,-63.8697814941,12.5630235672,-58.48540837154552,14.099665011390021,20785.555555555555,True,0.25
2017-02-13T18:07:12.110073,2046000000.0,-63.4690818787,12.8077220917,-58.342734748481966,14.246949914897426,22374.939393939392,True,0.25
2017-02-13T18:07:31.260168,2097000000.0,-63.9808425903,12.3659906387,-58.06831260304876,14.001086131273773,14404.622448979591,True,0.25
