timestamp,Desired Frequency (Hz),FSW Theoretical Power (dBm),FSW Actual Power (dBm),FSW CNR (dB),AIM Theoretical Power (dBm),AIM Actual Power (dBm),AIM SNR (dB),AIM Freq Offset (Hz),AIM Demod Lock,AIM Demod Acq Time (sec),Estimated Power Delta
2017-01-24T11:10:29.197169,274000000,-46.7,-47.57552719,15.22820377,-39.7,-40.7712,22.5568,-950518,TRUE,0,-0.195672809
2017-01-24T11:10:41.163854,314000000,-46.7,-46.45217896,17.27309418,-39.7,-39.93408163,23.52979592,890717.3469,TRUE,0,-0.481902678
2017-01-24T11:10:53.121538,354000000,-46.7,-47.18356705,15.79090881,-39.7,-40.80612245,22.34061224,-338369.6939,TRUE,0,-0.622555402
2017-01-24T11:11:05.064221,394000000,-46.7,-46.54473877,16.65172958,-39.7,-40.9396,23.5304,872784,TRUE,0,-1.394861231
2017-01-24T11:11:17.111910,434000000,-46.7,-46.7819519,16.86243057,-39.7,-41.8208,22.43387755,-356306.3265,TRUE,0.25,-2.038848096
2017-01-24T11:11:29.071594,474000000,-46.7,-46.57804871,24.61144638,-39.7,-41.014,23.62938776,270198,TRUE,0.25,-1.435951294
2017-01-24T11:11:40.962274,514000000,-46.7,-46.69662857,24.73932457,-39.7,-40.511,23.82734694,-345541,TRUE,0.25,-0.814371429
2017-01-24T11:11:53.116969,554000000,-46.7,-46.41762924,25.57310867,-39.7,-41.03122449,22.6277551,252260,TRUE,0,-1.613595248
2017-01-24T11:12:05.117656,598000000,-46.7,-46.07600403,26.69548798,-39.7,-41.27081633,22.51081633,248672,TRUE,0,-2.194812298
2017-01-24T11:12:17.139343,642000000,-46.7,-46.35120392,26.51047516,-39.7,-40.812,23.04897959,253456,TRUE,0.25,-1.460796082
2017-01-24T11:12:29.101028,682000000,-46.7,-46.55484772,25.97520638,-39.7,-42.42285714,21.84612245,249868,TRUE,0,-2.868009426
2017-01-24T11:12:41.054711,726000000,-46.7,-46.92583847,25.45491982,-39.7,-41.8602,21.5377551,-376634,TRUE,0.25,-1.93436153
